gene,avg_log2FC,p_val,regulate,label
Rv3136,-5.566518402,3.29E-10,Down,Rv3136
Rv1196,-3.041574854,3.52E-09,Down,
Rv3136A,-3.842497394,6.99E-09,Down,Rv3136A
Rv0667,-2.703878718,7.47E-09,Down,
Rv2986c,-3.170995899,8.19E-09,Down,
Rv0288,-3.039022672,9.57E-09,Down,
Rv3137,-3.327407755,1.06E-08,Down,Rv3137
Rv2380c,-2.707916742,1.13E-08,Down,
Rv0685,-2.590834938,1.14E-08,Down,
Rv1197,-2.848187821,1.18E-08,Down,
Rv0284,-2.286470252,1.38E-08,Down,
Rv0710,-2.972871688,1.55E-08,Down,
Rv0286,-2.425127105,1.73E-08,Down,
Rv2935,-2.254195084,1.73E-08,Down,
Rv3921c,-2.351332396,1.93E-08,Down,
Rv0704,-2.700701761,1.97E-08,Down,
Rv0706,-2.231522204,2.37E-08,Down,
Rv0705,-2.392977626,2.81E-08,Down,
Rv2951c,-2.672934955,2.87E-08,Down,
Rv0668,-2.054162915,2.71E-08,Down,
Rv3426,-2.944487083,3.08E-08,Down,
Rv2950c,-2.598260222,2.95E-08,Down,
Rv0934,-2.450619882,3.95E-08,Down,
Rv0707,-2.357275567,3.96E-08,Down,
Rv0718,-2.552374836,4.07E-08,Down,
Rv1697,-2.315214174,4.13E-08,Down,
Rv0220,-2.076158948,4.15E-08,Down,
Rv2048c,-1.995890724,4.14E-08,Down,
Rv0174,-2.072128267,4.28E-08,Down,
Rv2936,-2.508619171,4.61E-08,Down,
Rv2378c,-2.76443087,5.21E-08,Down,
Rv0709,-2.443780202,5.43E-08,Down,
Rv2946c,-2.406218191,5.60E-08,Down,
Rv1547,-1.878886235,5.90E-08,Down,
Rv1613,-2.37552405,6.60E-08,Down,
Rv0684,-1.941386353,6.30E-08,Down,
Rv3648c,-2.746763901,6.48E-08,Down,
Rv0935,-2.058380513,7.17E-08,Down,
Rv0287,-3.322479829,7.26E-08,Down,Rv0287
Rv1387,-2.269388298,6.84E-08,Down,
Rv0708,-2.463626499,7.31E-08,Down,
Rv1436,-2.027468953,7.19E-08,Down,
Rv3456c,-1.849791989,7.83E-08,Down,
Rv1614,-2.309645361,8.84E-08,Down,
Rv1129c,-2.012979415,8.99E-08,Down,
Rv1368,-2.080721288,1.01E-07,Down,
Rv0172,-2.012292747,9.89E-08,Down,
Rv3774,-2.485708971,1.01E-07,Down,
Rv2937,-2.134277026,1.06E-07,Down,
Rv2147c,-1.773584359,1.03E-07,Down,
Rv3794,-1.980596075,1.03E-07,Down,
Rv0169,-2.270987021,1.07E-07,Down,
Rv1884c,-2.175600448,1.16E-07,Down,
Rv3158,-1.884221925,1.16E-07,Down,
Rv1612,-2.14330056,1.17E-07,Down,
Rv1630,-1.764839165,1.08E-07,Down,
EBG00000313387,-2.184053597,1.26E-07,Down,
Rv2377c,-3.757500604,1.28E-07,Down,Rv2377c
Rv1144,-2.016349879,1.28E-07,Down,
Rv3224,-2.493151272,1.27E-07,Down,
Rv3157,-2.113774303,1.25E-07,Down,
Rv1349,-2.019353176,1.38E-07,Down,
Rv0723,-2.345815835,1.29E-07,Down,
Rv3150,-1.950837342,1.35E-07,Down,
Rv0167,-1.757213887,1.32E-07,Down,
Rv0282,-1.772510819,1.25E-07,Down,
Rv3923c,-1.777863272,1.40E-07,Down,
Rv3795,-1.803398582,1.39E-07,Down,
Rv2430c,-1.74105535,1.44E-07,Down,
Rv3425,-2.432934606,1.65E-07,Down,
Rv3457c,-1.555163385,1.40E-07,Down,
Rv1322A,-1.597221023,1.44E-07,Down,
Rv0206c,-1.516577074,1.46E-07,Down,
Rv1932,-2.423888845,1.66E-07,Down,
Rv2567,-1.765054389,1.62E-07,Down,
Rv2817c,-2.172405596,1.75E-07,Down,
Rv2054,-2.450706489,1.86E-07,Down,
Rv0597c,-1.719850059,1.64E-07,Down,
Rv3646c,-1.648242332,1.56E-07,Down,
Rv3922c,-2.011966964,1.79E-07,Down,
Rv1319c,-1.853650717,1.81E-07,Down,
Rv1318c,-1.741211168,1.72E-07,Down,
Rv0289,-2.150126463,1.71E-07,Down,
Rv0721,-2.238278167,1.79E-07,Down,
Rv1437,-1.796929542,1.84E-07,Down,
Rv0285,-2.201737847,2.04E-07,Down,
Rv3882c,-1.873976456,1.96E-07,Down,
Rv3875,-1.647372735,1.80E-07,Down,
Rv3148,-1.98256085,1.95E-07,Down,
Rv0642c,-1.750814422,1.97E-07,Down,
Rv0702,-1.932246256,1.91E-07,Down,
Rv0896,-2.11275077,1.98E-07,Down,
Rv2101,-1.604700973,2.15E-07,Down,
Rv3153,-1.84820442,2.37E-07,Down,
Rv2241,-1.663559101,2.12E-07,Down,
Rv2940c,-1.890902145,2.08E-07,Down,
Rv1240,-1.580686257,2.29E-07,Down,
Rv2858c,-1.782674854,2.43E-07,Down,
Rv1310,-1.491915183,2.19E-07,Down,
Rv0545c,-1.711920479,2.22E-07,Down,
Rv1535,-1.679247664,2.46E-07,Down,
Rv0283,-1.743528101,2.23E-07,Down,
Rv3156,-2.075131755,2.40E-07,Down,
Rv2948c,-2.568656699,2.48E-07,Down,
Rv2954c,-1.739904046,2.63E-07,Down,
Rv0006,-1.395485839,2.45E-07,Down,
Rv1925,-1.463685553,2.48E-07,Down,
Rv0703,-1.865428057,2.66E-07,Down,
Rv3478,-1.820641752,2.66E-07,Down,
Rv0171,-1.627307997,2.68E-07,Down,
Rv1871c,-1.512547069,2.65E-07,Down,
Rv2457c,-1.501239174,2.63E-07,Down,
Rv0516c,-1.946993403,3.03E-07,Down,
Rv3805c,-1.541839353,2.90E-07,Down,
Rv0166,-1.612270186,2.86E-07,Down,
Rv1698,-1.995982613,3.25E-07,Down,
Rv1348,-1.641905448,2.99E-07,Down,
Rv3149,-1.752641713,3.18E-07,Down,
Rv0652,-1.842220808,3.17E-07,Down,
Rv0733,-1.872783388,3.21E-07,Down,
Rv2564,-2.171943177,3.65E-07,Down,
Rv3135,-1.800852952,3.15E-07,Down,
Rv2949c,-2.618149508,3.07E-07,Down,
Rv1544,-1.889503282,3.46E-07,Down,
Rv1933c,-1.785370253,3.57E-07,Down,
Rv1175c,-1.46768365,3.25E-07,Down,
Rv0997,-2.139170216,3.70E-07,Down,
Rv1386,-1.865644899,3.43E-07,Down,
Rv1704c,-1.959235318,3.49E-07,Down,
Rv0952,-1.47731569,3.45E-07,Down,
Rv0316,-1.701722229,3.78E-07,Down,
Rv1109c,-1.413963774,3.46E-07,Down,
Rv3920c,-2.210681875,3.57E-07,Down,
Rv2382c,-2.141886582,4.26E-07,Down,
Rv0798c,-2.129853141,4.34E-07,Down,
Rv1307,-1.334596771,3.69E-07,Down,
Rv2953,-2.102824576,4.45E-07,Down,
Rv0717,-2.151328448,4.29E-07,Down,
Rv0700,-1.771698292,3.87E-07,Down,
Rv1297,-1.931921329,3.85E-07,Down,
Rv3918c,-1.471399675,4.19E-07,Down,
Rv2942,-1.33107224,3.97E-07,Down,
Rv0715,-1.827278707,4.32E-07,Down,
Rv2334,-1.464089908,4.26E-07,Down,
Rv0168,-1.738600159,4.80E-07,Down,
Rv2386c,-1.641081543,4.88E-07,Down,
Rv2259,-1.550119248,4.60E-07,Down,
Rv0641,-1.329690064,4.20E-07,Down,
Rv2791c,-1.325044819,4.35E-07,Down,
Rv1631,-1.56064764,4.40E-07,Down,
Rv2931,-1.408525119,4.20E-07,Down,
Rv2938,-2.006904146,4.88E-07,Down,
Rv2383c,-1.630737277,4.62E-07,Down,
Rv3031,-1.702262053,5.25E-07,Down,
Rv3152,-2.047930125,4.75E-07,Down,
Rv2112c,-1.492750525,4.72E-07,Down,
Rv0170,-1.743377355,4.86E-07,Down,
Rv2857c,-1.834026364,5.78E-07,Down,
Rv1173,-1.314119139,4.56E-07,Down,
Rv0719,-2.268059592,5.04E-07,Down,
Rv0291,-1.748251295,5.00E-07,Down,
Rv0295c,-1.646711429,6.03E-07,Down,
Rv3728,-1.396825484,5.24E-07,Down,
Rv2190c,-1.736789951,5.18E-07,Down,
Rv3045,-1.476523055,5.34E-07,Down,
Rv2200c,-1.384475322,5.25E-07,Down,
Rv1543,-2.070547854,5.71E-07,Down,
Rv1309,-1.381936854,5.35E-07,Down,
Rv1305,-1.470641392,5.62E-07,Down,
Rv1299,-1.365403772,5.32E-07,Down,
Rv3859c,-1.269923137,5.22E-07,Down,
Rv2150c,-1.325887294,5.34E-07,Down,
Rv1132,-1.280078531,5.48E-07,Down,
Rv1626,-1.44834067,5.66E-07,Down,
Rv0867c,-1.435251953,5.46E-07,Down,
Rv0933,-1.650379395,6.72E-07,Down,
Rv3389c,-1.41955291,6.09E-07,Down,
Rv0677c,-1.612438087,5.51E-07,Down,
Rv0720,-1.879979893,6.27E-07,Down,
Rv0056,-1.58864122,6.27E-07,Down,
Rv0203,-2.021464797,6.48E-07,Down,
Rv3808c,-1.401461859,5.99E-07,Down,
Rv3246c,-1.44806322,5.94E-07,Down,
Rv2467,-1.37411182,6.08E-07,Down,
Rv1689,-1.51922649,7.01E-07,Down,
Rv2945c,-2.51964795,6.71E-07,Down,
Rv2220,-1.877200435,6.02E-07,Down,
Rv2376c,-1.70740635,7.94E-07,Down,
Rv0058,-1.2686794,6.43E-07,Down,
Rv2902c,-1.270675681,6.54E-07,Down,
Rv0418,-1.364162311,6.91E-07,Down,
Rv0637,-1.534887499,6.81E-07,Down,
Rv3401,-1.332699786,6.76E-07,Down,
Rv2944,-2.29666462,9.40E-07,Down,
Rv2477c,-1.264394072,6.54E-07,Down,
Rv1131,-1.26484715,6.62E-07,Down,
Rv0405,-1.576478021,7.41E-07,Down,
Rv2294,-1.692900256,8.35E-07,Down,
Rv3919c,-1.44669819,7.17E-07,Down,
Rv2462c,-1.360684474,6.90E-07,Down,
Rv3267,-1.396278024,7.09E-07,Down,
Rv1220c,-1.626391994,8.36E-07,Down,
Rv1272c,-1.449549239,8.10E-07,Down,
Rv3151,-1.652767635,7.30E-07,Down,
Rv3032,-1.776585536,9.32E-07,Down,
Rv0732,-1.984828577,7.47E-07,Down,
Rv1644,-1.241100861,7.43E-07,Down,
Rv1328,-1.263999564,7.78E-07,Down,
Rv3029c,-1.247756186,7.45E-07,Down,
Rv0432,-1.707991819,8.02E-07,Down,
Rv1678,-1.468337941,8.94E-07,Down,
Rv1106c,-1.450638464,8.88E-07,Down,
Rv3884c,-1.325340573,8.41E-07,Down,
Rv1308,-1.526193757,7.65E-07,Down,
Rv0073,-1.570726884,8.79E-07,Down,
Rv3791,-1.730103234,9.90E-07,Down,
Rv2258c,-1.988216121,8.92E-07,Down,
Rv0072,-1.369447158,8.52E-07,Down,
Rv0227c,-2.114164525,8.38E-07,Down,
Rv2523c,-1.706429133,9.85E-07,Down,
Rv2271,-2.386000736,1.02E-06,Down,
Rv2178c,-1.346736976,8.31E-07,Down,
Rv2992c,-1.310302527,9.12E-07,Down,
Rv3030,-1.824764461,1.02E-06,Down,
Rv2563,-1.940416372,1.07E-06,Down,
Rv0701,-1.996901126,8.39E-07,Down,
Rv0433,-1.607471826,9.73E-07,Down,
Rv0177,-1.24690917,9.28E-07,Down,
Rv3747,-1.654726876,1.04E-06,Down,
Rv0462,-1.337914473,9.12E-07,Down,
Rv0292,-1.250701235,9.39E-07,Down,
Rv2756c,-1.949050225,1.19E-06,Down,
Rv3858c,-1.188549771,9.55E-07,Down,
Rv1505c,-2.330407439,1.31E-06,Down,
Rv1078,-1.207264638,9.43E-07,Down,
Rv1300,-1.194665966,9.66E-07,Down,
Rv3234c,-1.367500267,1.10E-06,Down,
Rv0951,-1.2251461,9.67E-07,Down,
Rv1751,-1.579748021,1.05E-06,Down,
Rv0164,-1.492318874,1.08E-06,Down,
Rv1477,-1.291497931,1.07E-06,Down,
Rv2782c,-1.369858383,1.02E-06,Down,
Rv1837c,-1.079407465,1.00E-06,Down,
Rv3601c,-1.727725102,1.19E-06,Down,
Rv0936,-1.570119461,1.33E-06,Down,
Rv1251c,-1.29313601,1.15E-06,Down,
Rv3023c,-2.28775246,1.63E-06,Down,
Rv2068c,-1.322534479,1.24E-06,Down,
Rv1512,-1.392587045,1.29E-06,Down,
Rv0554,-1.483580011,1.38E-06,Down,
Rv2384,-1.870033221,1.51E-06,Down,
Rv3280,-1.914925105,1.15E-06,Down,
Rv0346c,-2.023571924,1.21E-06,Down,
Rv1260,-1.457100496,1.43E-06,Down,
Rv3281,-1.316407234,1.32E-06,Down,
Rv0173,-2.000260639,1.26E-06,Down,
Rv0888,-1.616819068,1.29E-06,Down,
Rv0074,-1.46148948,1.37E-06,Down,
Rv0781,-1.718435874,1.67E-06,Down,
Rv2426c,-1.476057831,1.47E-06,Down,
Rv1271c,-1.800511806,1.62E-06,Down,
Rv2952,-2.485439458,1.44E-06,Down,
Rv0632c,-1.186216175,1.28E-06,Down,
Rv0139,-1.351969065,1.45E-06,Down,
Rv1017c,-1.237418272,1.34E-06,Down,
Rv3115,-2.789360617,1.96E-06,Down,
Rv2195,-1.133616734,1.24E-06,Down,
Rv0165c,-1.435723586,1.39E-06,Down,
Rv2062c,-1.373871004,1.40E-06,Down,
Rv0694,-1.617269053,1.41E-06,Down,
Rv0635,-1.229685746,1.42E-06,Down,
Rv2257c,-1.589079132,1.69E-06,Down,
Rv0647c,-1.456971884,1.53E-06,Down,
Rv1857,-1.408250088,1.62E-06,Down,
Rv1886c,-1.404205914,1.40E-06,Down,
Rv0144,-1.405575627,1.51E-06,Down,
Rv0315,-1.755534287,1.49E-06,Down,
Rv2947c,-2.398573043,1.78E-06,Down,
Rv1283c,-1.517116025,1.85E-06,Down,
Rv2778c,-1.463239677,1.73E-06,Down,
Rv2395,-1.25211687,1.60E-06,Down,
Rv2335,-1.319396679,1.68E-06,Down,
Rv0636,-1.18404323,1.61E-06,Down,
Rv1346,-1.473665891,1.71E-06,Down,
Rv0176,-1.204140151,1.58E-06,Down,
Rv0157,-1.860218557,1.63E-06,Down,
Rv0263c,-1.709909364,1.80E-06,Down,
Rv2984,-1.09575174,1.61E-06,Down,
Rv3715c,-1.318075044,1.77E-06,Down,
Rv3762c,-1.377896843,1.88E-06,Down,
Rv1098c,-1.547668983,1.72E-06,Down,
Rv2478c,-2.045540081,2.47E-06,Down,
Rv1923,-1.358457753,1.74E-06,Down,
Rv3146,-1.614119844,1.96E-06,Down,
Rv3273,-1.201884556,1.67E-06,Down,
Rv2739c,-1.440845572,2.10E-06,Down,
Rv3900c,-1.382727323,2.02E-06,Down,
Rv2256c,-1.199838869,1.65E-06,Down,
Rv3145,-1.597440095,2.00E-06,Down,
Rv1182,-1.6446973,2.39E-06,Down,
Rv1794,-1.045894312,1.70E-06,Down,
Rv2721c,-1.014924408,1.73E-06,Down,
Rv2275,-2.461715126,2.45E-06,Down,
Rv2468A,-1.453725498,2.18E-06,Down,
Rv3402c,-1.258500438,2.15E-06,Down,
Rv1095,-1.184329928,1.77E-06,Down,
Rv0270,-1.093165866,1.84E-06,Down,
Rv0693,-1.169558048,1.95E-06,Down,
Rv0937c,-1.373252253,2.38E-06,Down,
Rv2276,-2.778396805,2.41E-06,Down,
Rv0892,-1.903133896,2.47E-06,Down,
Rv3366,-1.880200463,2.68E-06,Down,
Rv3839,-1.739833036,2.61E-06,Down,
Rv2967c,-1.150605672,1.98E-06,Down,
Rv3377c,-1.730473434,2.32E-06,Down,
Rv1133c,-1.005623024,1.84E-06,Down,
Rv1201c,-1.115903312,2.00E-06,Down,
Rv3669,-1.344650357,2.41E-06,Down,
Rv3793,-1.153949465,2.07E-06,Down,
Rv2350c,-1.391825657,2.41E-06,Down,
Rv0467,-1.04290894,1.96E-06,Down,
Rv0225,-1.34997191,2.32E-06,Down,
Rv0500,-1.292086639,2.49E-06,Down,
Rv0264c,-1.285730606,2.45E-06,Down,
Rv3329,-1.301761082,2.43E-06,Down,
Rv0773c,-1.507991428,2.56E-06,Down,
Rv3490,-1.166193644,2.13E-06,Down,
Rv2965c,-1.474457071,2.85E-06,Down,
Rv1690,-1.5714155,3.00E-06,Down,
Rv3001c,-1.434726373,2.20E-06,Down,
Rv1448c,-1.04976104,2.23E-06,Down,
Rv1122,-1.210861384,2.51E-06,Down,
Rv1919c,-1.723029079,2.71E-06,Down,
Rv1185c,-1.554101824,2.59E-06,Down,
Rv2859c,-1.506364787,2.76E-06,Down,
Rv1094,-1.698469044,2.13E-06,Down,
Rv1317c,-1.005154548,2.19E-06,Down,
Rv2127,-1.234270835,2.30E-06,Down,
Rv3002c,-1.086723492,2.44E-06,Down,
Rv1199c,-2.813257023,2.60E-06,Down,
Rv2189c,-1.363136855,2.88E-06,Down,
Rv1108c,-1.098162184,2.46E-06,Down,
Rv1483,-1.403275081,2.36E-06,Down,
Rv3332,-1.318222784,2.68E-06,Down,
Rv3376,-1.354478268,2.63E-06,Down,
Rv0429c,-2.065442019,3.22E-06,Down,
Rv2985,-2.072378916,2.53E-06,Down,
Rv3623,-1.308045482,2.91E-06,Down,
Rv0221,-1.377040153,2.56E-06,Down,
Rv3274c,-1.134505915,2.42E-06,Down,
Rv3725,-1.076485059,2.43E-06,Down,
Rv1883c,-1.33916836,2.54E-06,Down,
Rv1023,-1.094874531,2.59E-06,Down,
Rv0069c,-1.308825846,2.70E-06,Down,
Rv1642,-1.064742741,2.44E-06,Down,
Rv1793,-1.187612341,2.44E-06,Down,
Rv3154,-1.579542468,2.72E-06,Down,
Rv1099c,-1.134982081,2.69E-06,Down,
Rv1302,-1.238863424,3.00E-06,Down,
Rv2272,-1.81908897,3.47E-06,Down,
Rv1360,-1.195096485,2.73E-06,Down,
Rv3651,-1.375830018,2.91E-06,Down,
Rv0890c,-1.25198171,3.01E-06,Down,
Rv2196,-1.09300902,2.50E-06,Down,
Rv0695,-1.28920756,2.97E-06,Down,
Rv0111,-1.161335652,3.13E-06,Down,
Rv1611,-1.760098235,2.80E-06,Down,
Rv1513,-1.418007025,3.60E-06,Down,
Rv1632c,-1.52649585,3.60E-06,Down,
Rv2381c,-2.559335429,3.20E-06,Down,
Rv2588c,-1.136891713,3.25E-06,Down,
Rv0566c,-1.741102253,4.42E-06,Down,
Rv1676,-1.50399923,3.12E-06,Down,
Rv1641,-1.406882085,2.75E-06,Down,
Rv1519,-1.867051116,4.75E-06,Down,
Rv1320c,-1.330896505,3.17E-06,Down,
Rv0980c,-1.419854941,3.24E-06,Down,
Rv3885c,-1.155786246,3.38E-06,Down,
Rv2403c,-1.302493083,3.74E-06,Down,
Rv2522c,-1.165479323,3.26E-06,Down,
Rv3713,-1.515119062,4.16E-06,Down,
Rv0783c,-1.194325583,3.36E-06,Down,
Rv1650,-1.142752134,3.14E-06,Down,
Rv0237,-2.161793697,3.73E-06,Down,
Rv1478,-1.198617747,3.70E-06,Down,
Rv0057,-1.253288929,3.52E-06,Down,
Rv2081c,-1.150841251,3.33E-06,Down,
Rv3119,-1.418322705,3.78E-06,Down,
Rv2994,-1.174718272,3.59E-06,Down,
Rv1506c,-1.631343487,4.71E-06,Down,
Rv0676c,-1.525291686,2.95E-06,Down,
Rv0541c,-1.166856751,3.63E-06,Down,
Rv0226c,-1.736468563,4.08E-06,Down,
Rv0894,-1.634062154,4.79E-06,Down,
Rv3336c,-1.041879282,3.52E-06,Down,
Rv1198,-2.772170309,3.29E-06,Down,
Rv1344,-2.05739262,5.49E-06,Down,
Rv1438,-1.758259624,3.81E-06,Down,
Rv2999,-1.702531275,4.90E-06,Down,
Rv0646c,-1.384987798,3.88E-06,Down,
Rv1183,-1.57301758,4.75E-06,Down,
Rv0741,-1.162898337,3.93E-06,Down,
Rv2510c,-1.321057057,4.08E-06,Down,
Rv1728c,-1.234737769,4.10E-06,Down,
Rv2435c,-1.470074949,4.30E-06,Down,
Rv3275c,-1.398778023,4.02E-06,Down,
Rv3846,-1.005857256,3.47E-06,Down,
Rv1713,-1.094622641,3.72E-06,Down,
Rv3093c,-1.686820164,3.66E-06,Down,
Rv2385,-1.76724624,4.57E-06,Down,
Rv0920c,-1.327713614,4.10E-06,Down,
Rv2574,-1.351096627,4.38E-06,Down,
Rv2387,-1.090106695,3.85E-06,Down,
Rv1504c,-1.750654173,5.23E-06,Down,
Rv2789c,-1.306305515,3.89E-06,Down,
Rv3295,-1.555255159,3.91E-06,Down,
Rv2982c,-1.402048021,4.85E-06,Down,
EBG00000313337,-2.042231043,6.17E-06,Down,
Rv0204c,-1.062997712,4.09E-06,Down,
Rv3458c,-1.138057699,3.78E-06,Down,
Rv3096,-1.22376049,4.13E-06,Down,
Rv0696,-1.477147128,4.56E-06,Down,
Rv0908,-1.121154464,4.30E-06,Down,
Rv2856,-1.344870364,5.18E-06,Down,
Rv3198A,-1.991843462,5.83E-06,Down,
Rv0544c,-1.180263188,5.03E-06,Down,
Rv1815,-1.126299687,4.38E-06,Down,
Rv2955c,-1.277768695,5.09E-06,Down,
Rv2427c,-1.033449796,4.42E-06,Down,
Rv1010,-1.218043189,4.67E-06,Down,
Rv0409,-1.259084415,5.12E-06,Down,
Rv0402c,-1.057122948,4.81E-06,Down,
Rv1860,-1.358121681,4.76E-06,Down,
Rv2199c,-1.193575698,4.45E-06,Down,
Rv3320c,-1.538484187,5.99E-06,Down,
Rv3138,-1.397998048,4.46E-06,Down,
Rv0004,-1.314715561,5.68E-06,Down,
Rv0005,-1.363802568,4.08E-06,Down,
Rv1311,-1.168692625,5.13E-06,Down,
Rv3909,-1.06608159,4.46E-06,Down,
Rv0640,-1.202865301,4.25E-06,Down,
Rv3917c,-1.0614645,4.31E-06,Down,
Rv2171,-1.02425556,4.91E-06,Down,
Rv0546c,-1.411753562,5.86E-06,Down,
Rv2685,-1.033934042,4.96E-06,Down,
Rv0954,-1.210764491,4.42E-06,Down,
Rv0003,-1.207986718,5.71E-06,Down,
Rv1559,-1.376372643,4.68E-06,Down,
Rv0831c,-1.890682181,4.67E-06,Down,
Rv0925c,-1.177541959,5.82E-06,Down,
Rv0107c,-1.084079327,4.61E-06,Down,
Rv0308,-1.523224518,5.58E-06,Down,
Rv2046,-1.307953101,6.64E-06,Down,
Rv1314c,-1.312787263,6.68E-06,Down,
Rv3682,-1.032638187,4.67E-06,Down,
Rv0408,-1.04748066,5.28E-06,Down,
Rv3190A,-2.082869775,5.30E-06,Down,
Rv1546,-1.608939563,6.54E-06,Down,
Rv0957,-1.251748884,5.24E-06,Down,
Rv3587c,-1.047485394,5.07E-06,Down,
Rv1870c,-1.297238559,5.02E-06,Down,
Rv0380c,-1.691910751,6.76E-06,Down,
Rv3038c,-1.167689493,5.64E-06,Down,
Rv3383c,-1.097091947,6.28E-06,Down,
Rv1321,-1.25555379,5.93E-06,Down,
Rv0481c,-1.505149224,8.06E-06,Down,
Rv2757c,-1.646410836,8.98E-06,Down,
Rv0431,-1.067393046,6.22E-06,Down,
Rv0428c,-1.557150062,8.47E-06,Down,
Rv3464,-1.169966955,5.83E-06,Down,
Rv1345,-1.640814448,5.95E-06,Down,
Rv0930,-1.088026639,5.92E-06,Down,
Rv1079,-1.025480097,5.90E-06,Down,
Rv1410c,-1.132035976,5.58E-06,Down,
Rv2260,-1.382647855,7.48E-06,Down,
Rv3365c,-1.047614103,5.82E-06,Down,
Rv0993,-1.184577378,6.82E-06,Down,
Rv1097c,-1.42922632,6.67E-06,Down,
Rv3759c,-1.055280791,7.03E-06,Down,
Rv0469,-1.458961626,6.45E-06,Down,
Rv1545,-1.691938094,9.10E-06,Down,
Rv1388,-1.447203612,6.35E-06,Down,
Rv3726,-1.015717468,6.48E-06,Down,
Rv2431c,-1.392676935,6.80E-06,Down,
Rv2796c,-1.704224522,1.04E-05,Down,
Rv2909c,-1.114727513,6.60E-06,Down,
Rv0446c,-1.482065018,8.17E-06,Down,
Rv1608c,-1.115996718,8.33E-06,Down,
Rv3011c,-1.120835593,7.79E-06,Down,
Rv1872c,-1.02509299,6.32E-06,Down,
Rv2903c,-1.032087626,6.52E-06,Down,
Rv2647,-1.537722365,1.11E-05,Down,
Rv0979A,-1.273921437,8.78E-06,Down,
Rv2808,-1.891717824,1.16E-05,Down,
Rv3037c,-1.071100579,8.46E-06,Down,
Rv0430,-1.487962827,8.30E-06,Down,
Rv2939,-1.317250326,7.10E-06,Down,
Rv0824c,-1.634160288,6.80E-06,Down,
Rv1312,-1.076191116,8.95E-06,Down,
Rv3910,-1.029316332,7.10E-06,Down,
Rv0009,-1.775367836,7.32E-06,Down,
Rv2957,-1.191333995,9.60E-06,Down,
Rv2973c,-1.239706118,9.39E-06,Down,
Rv3792,-1.216551508,9.46E-06,Down,
Rv2860c,-1.184339994,9.00E-06,Down,
Rv2930,-1.00765421,7.21E-06,Down,
Rv3692,-1.26632766,9.02E-06,Down,
Rv0199,-1.130404042,9.71E-06,Down,
Rv0290,-1.926692963,7.74E-06,Down,
Rv3761c,-1.290670136,1.02E-05,Down,
Rv3804c,-1.484345347,7.54E-06,Down,
Rv3890c,-1.174720843,1.06E-05,Down,
Rv0155,-1.292985639,9.64E-06,Down,
Rv0533c,-1.089247763,9.22E-06,Down,
Rv3362c,-1.230851574,1.11E-05,Down,
Rv0698,-1.580840643,1.24E-05,Down,
Rv1179c,-1.293641307,8.31E-06,Down,
Rv2790c,-1.387797576,8.84E-06,Down,
Rv0055,-1.244707193,1.02E-05,Down,
Rv0014c,-1.02915244,8.66E-06,Down,
Rv0919,-1.08485058,9.67E-06,Down,
Rv1711,-1.045320923,1.04E-05,Down,
Rv3600c,-1.397019614,1.00E-05,Down,
Rv2956,-1.062478286,1.12E-05,Down,
Rv0785,-1.372995905,1.20E-05,Down,
Rv2966c,-1.559184007,1.28E-05,Down,
Rv2509,-1.350976367,1.01E-05,Down,
Rv2987c,-1.220845512,1.12E-05,Down,
Rv2102,-1.15635091,1.09E-05,Down,
Rv3465,-1.302716848,1.11E-05,Down,
Rv0713,-1.124191463,1.04E-05,Down,
Rv2083,-1.194139911,1.11E-05,Down,
Rv0482,-1.341974148,1.20E-05,Down,
Rv0427c,-1.109460751,1.28E-05,Down,
Rv2425c,-1.023322768,1.15E-05,Down,
Rv3224B,-1.416992812,1.36E-05,Down,
Rv2186c,-1.293271298,1.43E-05,Down,
Rv2402,-1.034057477,1.04E-05,Down,
Rv0774c,-1.301595785,1.22E-05,Down,
Rv1508c,-1.119633108,1.03E-05,Down,
Rv1400c,-1.795310894,1.35E-05,Down,
Rv3632,-1.322289934,1.50E-05,Down,
Rv1280c,-1.346604262,1.11E-05,Down,
Rv0669c,-1.011007608,1.01E-05,Down,
Rv1301,-1.14075553,1.03E-05,Down,
Rv3147,-1.143522984,1.09E-05,Down,
Rv0010c,-1.933608332,1.10E-05,Down,
Rv0893c,-1.781841935,1.66E-05,Down,
Rv1107c,-1.591810739,1.36E-05,Down,
Rv3100c,-1.142212568,1.29E-05,Down,
Rv0782,-1.426062066,1.50E-05,Down,
Rv3120,-1.077206121,1.21E-05,Down,
Rv0394c,-1.134309646,1.37E-05,Down,
Rv0907,-1.070493188,1.21E-05,Down,
Rv1306,-1.102508768,1.03E-05,Down,
Rv1618,-1.170863046,1.14E-05,Down,
Rv0156,-1.596906238,1.34E-05,Down,
Rv3893c,-1.134919294,1.32E-05,Down,
Rv0404,-1.230607738,1.23E-05,Down,
Rv3756c,-1.403927284,1.40E-05,Down,
Rv2993c,-1.353981452,1.18E-05,Down,
Rv1752,-1.406016242,1.76E-05,Down,
Rv1080c,-1.005732091,1.03E-05,Down,
Rv1709,-1.07964355,1.15E-05,Down,
Rv0434,-1.001409495,1.23E-05,Down,
Rv0634A,-1.802493636,1.52E-05,Down,
Rv0556,-1.196008785,1.43E-05,Down,
Rv0133,-1.125015052,1.31E-05,Down,
Rv2646,-1.018349326,1.46E-05,Down,
Rv1282c,-1.614336073,1.65E-05,Down,
Rv1507c,-1.466471487,1.46E-05,Down,
